Brand,Product,What it is,what is product used for,If you want to know more,Ingredients,Item Link
Dr. Brandt Skincare,Bright Biotic™ Dark Spot Minimizing Serum,A skin balancing serum that combines brighteners fruit enzymes and a Biotic Balancing Complex to help reduce the look of dark spots for a brighter healthier complexion.,['- Dark spots and uneven skin tone- Uneven texture- Dullness'], BRIGHT BIOTIC™  dark spot minimizing serum is powered by Dr. Brandt Skincare's breakthrough Biotic Balancing Complex that works to optimize the skin’s ecosystem by balancing naturally occurring flora on the skin’s surface while fortifying the skin barrier. It is powered by an oligosaccharide and yogurt powder that helps restore natural pH levels a lactococcus ferment lysate that improves skin integrity and Dr. Brandt’s signature antioxidant tri-blend composed of manuka honey and tea extracts that protects the skin against environmental stressors. The formula is further enriched with papaya and pineapple fruit enzymes that gently peel away unwanted pigmentation and dead skin cells from the surface along with a brightening blend of anti-browning lipids vitamin B3 and white flower extracts that work in harmony to visibly reduce discoloration. The result is a smoother more radiant and even-looking complexion.,"-Biotic Balancing Complex: Works to optimize the skin’s eco-system by balancing naturally occurring flora on the skin’s surface while fortifying the skin barrier.,-Papaya and Pineapple Fruit Enzymes: Gently peel away unwanted pigmentation and dead cells from the skin's surface.,-A Brightening Blend of Anti-Browning Lipids, Vitamin B3, and White Flower Extracts: Work to visibly reduce discoloration.,,Water, Dicaprylyl Ether, Propanediol, C9-12 Alkane, Glyceryl Stearate, Peg-100 Stearate, Caprylic/Capric Triglyceride, Squalane, Caprylyl Methicone, Coco-Caprylate/Caprate, Niacinamide, Polysilicone-11, Cetyl Alcohol, Glycerin, Hexylresorcinol, Ethyl Linoleate, Lactococcus Ferment Lysate, Inulin, Peg-40 Stearate, 1,2-Hexanediol, Sodium Pca, Polyacrylate Crosspolymer-6, Laureth-12, Yogurt Powder, Ammonium Glycyrrhizate, Disodium Edta, Caprylhydroxamic Acid, Honey, Lavandula Angustifolia (Lavender) Oil, Xanthan Gum, Phenoxyethanol, Camellia Sinensis Leaf Extract, Butylene Glycol, Vitis Vinifera (Grape) Seed Extract, Tartaric Acid, Saxifraga Sarmentosa Extract, Carica Papaya Fruit Extract, Ethylhexylglycerin, Sodium Sulfite, Sodium Metabisulfite, Psidium Guajava Fruit Extrac T, Sodium Benzoate, Papain, Bromelain, Maltodextrin.",https://www.sephora.com/product/bright-biotic-tm-dark-spot-minimizing-serum-P427396?icid2=products%20grid:p427396:product
Dr. Brandt Skincare,Hydro Biotic™ Recovery Sleeping Mask,['A hydrating recovery sleeping mask that balances skin’s naturally occurring flora and locks in moisture overnight to reduce redness and soothe the signs of irritation.'],['- Dryness- Redness- Irritation'], Hydro Biotic Recovery Sleeping Mask is powered by Dr. Brandt Skincare's breakthrough Biotic Balancing Complex that works to optimize the skin’s ecosystem by balancing naturally occurring flora on the skin’s surface while fortifying the skin barrier. It is powered by an oligosaccharide and yogurt powder that helps restore natural pH levels a lactococcus ferment lysate that improves skin integrity and Dr. Brandt’s signature antioxidant tri-blend composed of manuka honey and tea extracts that protects the skin against environmental stressors. The overnight leave-on mask is further enriched with a unique delivery matrix that combines redness-relieving peptides with the antioxidant properties of tea and soothing boswellia and honey. A deeply hydrating blend of ceramides fatty acids soothing actives and tamarindo extract also works to restore dry skin in 24 hours while maintaining the skin barrier to prevent moisture loss.,"-Biotic Balancing Complex: Works to optimize the skin’s ecosystem by balancing naturally occurring flora on the skin’s surface while fortifying the skin barrier.,-Unique Delivery Matrix: Combines redness-relieving peptides with the anti-oxidant properties of tea and soothing boswellia and honey.,-Hydrating Blend Of Ceramides, Fatty Acids, Soothing Actives, and Tamarindo Extract: Works to restore dry skin in 24 hours while maintaining the skin barrier to prevent moisture loss.,,Water, Dimethicone, Propanediol, Glycerin, Sodium Chloride, Dimethicone Peg-10/15 Crosspolymer, Lactococcus Ferment Lysate, Hexyldecanol, Inulin, 1,2-Hexanediol, Sodium Benzoate, Yogurt Powder, Peg-10 Dimethicone, Butylene Glycol, Tamarindus Indica Seed Polysaccharide, Sodium Citrate, Caprylhydroxamic Acid, Tocopheryl Acetate, Lavandula Angustifolia (Lavender) Oil, Trisodium Ethylenediamine Disuccinate, Bisabolol, Cetylhydroxyproline Palmitamide, Stearic Acid, Honey, Brassica Campestris (Rapeseed) Sterols, Rosa Damascena Flower Oil, Camellia Sinensis Leaf Extract, Phenoxyethanol, Vitis Vinifera (Grape) Seed Extract, Boswellia Serrata Extract, Honey Extract, Sodium Copper Chlorophyllin, Aspalathus Linearis (Rooibos) Extract, Saccharomyces Polypeptides.",https://www.sephora.com/product/hydro-biotic-tm-recovery-sleeping-mask-P427397?icid2=products%20grid:p427397:product
Dr. Brandt Skincare,#NoMoreBaggage Bundle,A breakthrough under-eye solution that reduces the appearance of bags puffiness and dark circles—plus two travel-size skincare essentials.,['- under-eye puffiness- dark circles'], Drop all your extra (eye) baggage. No More Baggage is an advanced eye de-puffing gel that is a quick innovative solution for aging tired-looking eyes. Upon application it provides a tightening effect and smooths the under-eye contour to visually reduce the appearance of under-eye bags and dark circles for a brighter well-rested look in minutes. It also works over time to help restore a youthful eye contour for a consistently smooth and improved appearance. For best results make sure to first apply age-defying Do Not Age with Dr. Brandt triple peptide eye cream and allow to absorb completely. Finally to give your complexion a hydrating boost apply Hydro Biotic at night before bed. This hydrating recovery sleeping mask balances skin’s naturally occurring flora and locks in moisture overnight to reduce redness and soothe the signs of irritation.This set contains:- 0.5 oz/ 15 g needles no more® NO MORE BAGGAGE™ eye de-puffing gel - 0.25 oz/ 7.5 g Hydro Biotic™ Recovery Sleeping Mask - 0.085 oz/ 3 g Do Not Age with Dr. Brandt Triple Peptide Eye Cream,"No More Baggage Eye De-puffing Gel:,Water, Sodium Magnesium Silicate, Propanediol, Magnesium Aluminum Silicate, Phenoxyethanol, Lecithin, Kappaphycus Alvarezii Extract, Caffeine, Synthetic, Fluorphlogopite, Acetyl Glutamine, Hesperidin Methyl Chalcone, Caesalpinia Spinosa Fruit Extract, Titanium Dioxide, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Steareth-20, Sh-Oligopeptide-1, Sh- Oligopeptide-2, Dipeptide-2, Sodium Hyaluronate, Sh-Polypeptide-1, Sh- Polypeptide-9, Sh-Polypeptide-11, Bacillus/Soybean/Folic Acid Ferment, Boswellia Serrata Extract, Centella Asiatica Extract, Palmitoyl Tetrapeptide-7, Butylene Glycol, Betula Alba Bark Extract, Chlorhexidine Digluconate, Tin Oxide, 1,2- Hexanediol, Potassium Sorbate, Polygonum Cuspidatum Root Extract, Peg-12 Dimethicone, Camellia Sinensis Leaf Extract, Sodium Benzoate, Iron Oxides (Ci 77491, Ci 77492).,,Do Not Age With Dr. Brandt Triple Peptide Eye Cream:,Water, Shea Butter, Lecithin, Methylsilanol Hydroxyproline Aspartate, Cyclopentasiloxane, Cetyl Palmitate, Siloxanetriol Alginate, C12-16 Alcohols, Glycerin, Cetyl Alcohol, Cetyl Lactate, Octyldodecyl Stearate, Glyceryl Stearate Citrate, Acetyl Hexapeptide-8, Jojoba Seed Oil, Dimethicone, Bis-Hydroxyethoxypropyl Dimethicone, Palmitic Acid, Butylene Glycol, Phenoxyethanol, Polyglyceryl-3-Stearate, Propylene Glycol, Betaine, Tocopheryl Acetate, Acetyl Citrull Amido Arginine, Palmitoyl Oligopeptide, Camellia Oleifera Leaf Extract, Lavender Oil, Xanthan Gum, Glyceryl Polymethacrylate, Caffeine, Sodium Acrylates Copolymer, Tetrasodium Edta, Bht, Ascorbic Acid Polypeptide, Retinyl Palmitate, Sodium Pca, Hydrogenated Polyisobutene, Phospholipids, Ethylhexylglycerin, Disodium Edta, Ceramide 3, Polyglyceryl-10 Stearate, Sunflower Seed Oil, Grape Fruit Extract, Sorbic Acid.,,Hydro Biotic Recovery Sleeping Mask:,Water, Dimethicone, Propanediol, Glycerin, Sodium Chloride, Dimethicone Peg-10/15 Crosspolymer, Lactococcus Ferment Lysate, Hexyldecanol, Inulin, 1,2-Hexanediol, Sodium Benzoate, Yogurt Powder, Peg-10 Dimethicone, Butylene Glycol, Tamarindus Indica Seed Polysaccharide, Sodium Citrate, Caprylhydroxamic Acid, Tocopheryl Acetate, Lavandula Angustifolia (Lavender) Oil, Trisodium Ethylenediamine Disuccinate, Bisabolol, Cetylhydroxyproline Palmitamide, Stearic Acid, Honey, Brassica Campestris (Rapeseed) Sterols, Rosa Damascena Flower Oil, Camellia Sinensis Leaf Extract, Phenoxyethanol, Vitis Vinifera (Grape) Seed Extract, Boswellia Serrata Extract, Honey Extract, Sodium Copper Chlorophyllin, Aspalathus Linearis (Rooibos) Extract, Saccharomyces Polypeptides.",https://www.sephora.com/product/nomorebaggage-bundle-P433609?icid2=products%20grid:p433609:product
Dr. Brandt Skincare,PoreDermabrasion™ Pore Perfecting Exfoliator,[' A unique professional-grade physical and chemical exfoliator and pore perfector in one. '],['- Oiliness- Pores- Dullness and uneven texture'], PoreDermabrasion™ Pore Perfecting Exfoliator reduces the look of enlarged pores and mattifies shine. Minimize pores while smoothing and evening skin’s texture with this dual-action formula. This exfoliator instantly* works to deeply cleanse pores while it strengthens and tightens the look of pores by removing congestion- and clogging-causing impurities. Your skin will look and feel smoother more even and shine-free. *Individual results may vary.,"-Micro-size Aluminum Oxide Crystals: Blend of smaller crystals targeted to deep clean pores and improve skin texture.,-Caviar Lime Extract: Improves exfoliation; promotes a smoother, brighter, and even complexion.,-Salicylic Acid: Helps unclog pores.,-Lentil Seed Extract: Strengthens and tightens the appearance of pore walls while it refines the look of pores.,,Water, Alumina, Glycerin, Butylene Glycol, Lactobacillus Ferment, Carica Papaya (Papaya) Fruit Extract, Carbomer, Methyl Gluceth-20, Lens Esculenta (Lentil) Fruit Extract, Microcitrus Australasica Fruit Extract, Lactobacillus/Pumpkin Fruit Ferment Filtrate, Amyris Balsamifera Bark Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Eugenia Caryophyllus (Clove) Leaf Oil, Jasminum Officinale (Jasmine) Oil, Lavandula Angustifolia (Lavender) Oil, Citrus Limon (Lemon) Peel Oil, Mentha Piperita (Peppermint) Oil, Rosa Damascena Flower Oil, Caprylic/Capric Triglyceride, Allantoin, Xanthan Gum, Sodium Hyaluronate, Salicylic Acid, Methyl Methacrylate Crosspolymer, Alcohol Denat., Sodium Hydroxide, Leuconostoc/Radish Root Ferment Filtrate, Phenoxyethanol, Ethylhexylglycerin, Iron Oxide (Ci 77491), Sodium Oxide.",https://www.sephora.com/product/poredermabrasion-pore-perfecting-exfoliator-P397310?icid2=products%20grid:p397310:product
Dr. Brandt Skincare,24/7 Retinol Eye Cream,A potent yet gentle illuminating and age fighting eye cream formulated with time-released retinol to smooth the appearance of lines and wrinkles,['- Fine lines and wrinkles- Dark circles'], This potent yet gentle light-reflecting and age-fighting cream creates beautifully bright captivating eyes that command attention. The result of a carefully measured combination of retinol and a specially formulated ruby crystal complex it illuminates eye contours while smoothing fine lines helping to reduce wrinkles and infusing the skin with moisture for a supple youthful-looking eye area.,"-Ruby Crystal Complex: Illuminates and softens the appearance of lines and wrinkles.,-Time-released Retinol: Helps smooth the look of lines and wrinkles.,-Hydra-Balance (Synergistic combination of lemon tree honey, phospholipids, and an amino-acid): Hydrates and prevents moisture loss.,-Oliveactive: Helps reduce redness and irritation and protects skin against oxidative stress.,,Water, Glycerin, Cyclopentasiloxane, Propanediol, Dimethiconol, Coco-Caprylate/Caprate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Phenoxyethanol, Mica, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Citrus Nobilis (Mandarin Orange) Peel Oil, Sodium Benzoate, Isohexadecane, Polysorbate 60, Triethoxycaprylylsilane, Maslinic Acid, Caprylic/Capric Triglyceride, Sodium Hydroxide, Hyaluronic Acid, Ruby Powder, Ethylhexylglycerin, Aluminum Hydroxide, Glycine Soja (Soybean) Oil, Glucosyl Hesperidin, Tocopheryl Acetate, Retinol, Lecithin, Limonene, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491).",https://www.sephora.com/product/24-7-retinol-eye-cream-P417625?icid2=products%20grid:p417625:product
Dr. Brandt Skincare,needles no more 3-D LIP PLUMPfix,An age-fighting dual chamber serum that subtly enhances natural lip volume and definition promotes natural lip color and prolongs color wear.,['- Dryness'], During the day 3-D LIP PLUMPfix adds volume shape and definition to your lips while prepping them for color application. The light pink daytime formula also helps ensure longer and better color wear. At night the cream colored formula’s two restorative complexes come into play—nourishing both your lips and the delicate skin around them while you sleep. Over time lips appear more defined and fuller.,"-Hyaluronic Filling Spheres™: Act as mini reservoirs of water, restoring hydration and providing a plumping effect.,-Peptide Complex: Helps to improve visible lip definition, contour, and fullness over time.,-Plant Derived Molecule: Helps to visibly improve lip skin thickness and smooth vertical lines.,-Lipidic Recovery Complex: Helps to moisturize and nourish lips while promoting recovery overnight with shea and moringa butters, as well as coconut, macadamia, grape seed, pomace olive, jojoba, and sunflower oils.,,AM:,Water, Moringa Oil/Hydrogenated Moringa Oil Esters, Hydrogenated Polyisobutene, Isopropyl Isostearate, Dimethicone, Glycerin, Cetearyl Alcohol, C30-45 Alkyl Dimethicone, Propanediol, Helianthus Annuus Seed Oil, Ethylhexyl Palmitate, Glyceryl Stearate, Peg-40 Stearate, Capsicum Frutescens Fruit Extract, Dilinoleic Acid/Propanediol Copolymer, Vitis Vinifera Seed Oil, Simmondsia Chinensis Seed Wax, Macadamia Ternifolia Seed Oil, Butyrospermum Parkii (Shea) Butter, Cocos Nucifera (Coconut) Oil, Dipalmitoyl Hydroxyproline, Betaine, Steareth-2, Steareth-21, Glycine Soja (Soybean) Oil, Polymethylsilsesquioxane, Parfum (Fragrance), Phytosteryl Sunflowerseedate, Phenoxyethanol, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ceteareth-20, Silica Dimethyl Silylate, Polyisobutene, Isopulegol, Hydrogenated Lecithin, Butylene Glycol, Hydrogenated Vegetable Glycerides, Zingiber Officinale (Ginger) Root Oil, Oryza Sativa (Rice) Bran Extract, Hydroxymethoxyphenyl Propylmethylmethoxybenzofuran, Trisodium Ethylenediamine Disuccinate, Olea Europaea Husk Oil, Caprylyl/Capryl Glucoside, Methyl Nicotinate, Pentylene Glycol, Xanthan Gum, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Rosmarinus Officinalis (Rosemary) Leaf Extract, Sodium Hyaluronate, Helianthus Annuus (Sunflower) Seed Extract, Tribehenin, Sorbitan Isostearate, Vanillyl Butyl Ether, Synthetic Fluorphlogopite, Tocopherol, Ci 77891 (Titanium Dioxide), Ci 77491 (Iron Oxides), Tin Oxide, Palmitoyl Tripeptide-1.,,PM:,Water, Glycerin, Dimethicone, Stearyl Alcohol, Macadamia Ternifolia Seed Oil, Cocos Nucifera (Coconut) Oil, Moringa Oil/Hydrogenated Moringa Oil Esters, Cetearyl Alcohol, Helianthus Annuus Seed Oil, Propanediol, Glyceryl Stearate, Peg-40 Stearate, Dilinoleic Acid/Propanediol Copolymer, Vitis Vinifera Seed Oil, Simmondsia Chinensis Seed Wax, Isopropyl Palmitate, Hydrogenated Lecithin, Phytosteryl Sunflowerseedate, Betaine, Sodium Hyaluronate, Butyrospermum Parkii (Shea) Butter, Butyrospermum Parkii (Shea) Butter Unsaponifiables, Phenoxyethanol, Oryza Sativa (Rice) Bran Extract, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ceteareth-20, Hydrogenated Vegetable Glycerides, Isopulegol, Polyisobutene, Lecithin, Xanthan Gum, Olea Europaea Husk Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Trisodium Ethylenediamine Disuccinate, Helianthus Annuus (Sunflower) Seed Extract, Caprylyl/Capryl Glucoside, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Glycine Soja (Soybean) Extract, Aloe Barbadensis Leaf Extract, Swertia Chirata Extract, Tocopherol.",https://www.sephora.com/product/needles-no-more-3-d-lip-plumpfix-P416163?icid2=products%20grid:p416163:product
Dr. Brandt Skincare,2% Retinol Complex Serum,['A potent yet gentle nighttime retinol serum that promotes skin renewal.'],['- Pores- Uneven skin tone- Fine lines and wrinkles'], This time-released serum allows the product’s powerful retinol complex to deliver immediate and long-term effects while you sleep—with no downtime required and no side effects. In addition to improving skin’s firmness texture and tone the rejuvenating formula helps visibly reduce lines and wrinkles nourishes and soothes and minimizes the appearance of pores leaving dull skin bright and revitalized.,"-Active Retinol Time-release Complex (Short and Long Term Time-release Retinol): Helps improve the look of skin texture and tone; helps improve the look of lines and wrinkles.,-Hydra-balance (Synergistic Combination of Lemon Tree Honey, Phospholipids and an Amino-acid): Restores optimal hydration and prevents water loss.,-Olivactive (From Olives): Contains anti-inflammatory and antioxidant properties; helps reduce redness and irritation; helps protect skin against oxidative stress.,,Water, Glycerin, Dicaprylyl Carbonate, Isoamyl Laurate, Cyclopentasiloxane, Butyrospermum Parkii (Shea) Butter, Shea Butter Cetyl Esters, Triheptanoin, Tocopherol, Phenoxyethanol, Behenyl Alcohol, Methylpropanediol, Glyceryl Stearate Citrate, Polysorbate 20, Sodium Acrylates Copolymer, Retinol, Glyceryl Stearate, Simmondsia Chinensis (Jojoba) Seed Oil, Xanthan Gum, Betaine, Polyglyceryl-3 Stearate, Citrus Paradisi (Grapefruit) Peel Oil, Lavandula Angustifolia (Lavender) Oil, Limonene, Chlorphenesin, Caprylyl Glycol, Caprylic/Capric Triglyceride, Lecithin, Glycine Soja (Soybean) Sterols, Hydrogenated Lecithin, Maslinic Acid, Lysolecithin, Phenylpropanol, Bht, Sodium Phytate, Dimethiconol, Hydrogenated Polyisobutene, Mel (Honey/Miel), Pectin, Phospholipids, Polyglyceryl-10 Stearate, Helianthus Annuus(Sunflower) Seed Oil, Glycine Soja (Soybean) Oil.",https://www.sephora.com/product/2-retinol-complex-serum-P417626?icid2=products%20grid:p417626:product
Dr. Brandt Skincare,Oxygen Facial Flash Recovery Mask,An in-home oxygenating and recovery mask designed to boost luminosity and reinvigorate skin in just three minutes.,['- Dullness and uneven texture- Fine lines and wrinkles'], This luminizing mask helps lessen the look of fatigued skin. It works to provide tired dull lackluster skin with a revitalized illuminated and re-energized appearance. It also helps smooth the signs of fine lines. The potent formula was inspired by the most popular facial in Dr. Brandt’s practice and takes just three minutes for full effect.,"-Liposome Encapsulated Oxygen: Brightens the appearance of skin.,-Peptide From Moringa Seeds: Purifies skin and protects against environmental pollution.,,Water, Glycerin, Kaolin, Methyl Perfluorobutyl Ether, Cocamidopropyl Betaine, Methyl Perfluoroisobutyl Ether, Ethyl Perfluorobutyl Ether, Ethyl Perfluoroisobutyl Ether, Pentylene Glycol, Magnesium Aluminum Silicate, Xanthan Gum, Sodium Lauryl Sulfoacetate, Ribose, Perfluorodecalin, Phenoxyethanol, Sodium Lauroyl Sarcosinate, Ppg-26-Buteth-26, Pyrus Malus (Apple) Fruit Extract, Peg-12 Glyceryl Distearate, Caprylyl Glycol, Lavandula Angustifolia (Lavender) Oil, Peg-40 Hydrogenated Castor Oil, Menthyl Lactate, Sodium Chloride, Ethylhexylglycerin, Hexylene Glycol, Sodium Sulfate, Moringa Pterygosperma Seed Extract, Retinyl Palmitate, Camellia Oleifera Leaf Extract, Vitis Vinifera (Grape) Seed Extract.",https://www.sephora.com/product/oxygen-facial-flash-recovery-mask-P395390?icid2=products%20grid:p395390:product
Dr. Brandt Skincare,pores no more® Luminizer Primer,[' An illuminating primer that refines the look of pores while giving skin a natural glow and creating the perfect canvas for makeup application.'],['- Pores- Dullness and uneven texture'], Luminizer Primer lights up your complexion with a combination of optical diffusers illuminating crushed stardust pearls and pore-perfecting ingredients to help refine and lessen the look of pores providing a subtle sheen and a smoother canvas. Light-reflecting illuminators create a natural-looking luminescence while soft-focus technology helps visibly blur imperfections—leaving skin youthful-looking and glowing. Lentil seed extract helps visibly tighten pores strengthen pore walls and improve skin’s texture. ,"-Soft Focus Technology (Optical Diffusers): Immediately blurs the look of imperfections; creates a seamless skin canvas for makeup,-Illuminating Powders: Instantly illuminate skin and promote natural radiance.,-Lentil Seed Extract: Helps to strengthen pore walls for a more even texture; refines the appearance of pores.,,Water, Trimethylolpropane Tricaprylate/Tricaprate, Pentaerythrityl Tetraisostearate, Neopentyl Glycol Diethylhexanoate, Propanediol, Bis-Stearyl Dimethicone, Mica, Glycerin, Synthetic Fluorphlogopite, Polysilicone-11, Cetyl Alcohol, Dimethicone, Glyceryl Stearate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Trifluoromethyl C1-4 Alkyl Dimethicone, C30-45 Alkyl Dimethicone, Glycol Distearate, Peg-75 Stearate, Polymethylsilsesquioxane, Phenoxyethanol, Ceteth-20, Steareth-20, Lens Esculenta (Lentil) Seed Extract, Tocopheryl Acetate, Polymethyl Methacrylate, Citric Acid, Silica, Squalane, Ethylhexylglycerin, Lavandula Angustifolia (Lavender) Flower Oil, Potassium Sorbate, Disodium Edta, Polysorbate 60, Hdi/Trimethylol Hexyllactone Crosspolymer, Laureth-12, Galactoarabinan, Triethoxycaprylylsilame, Ci 77891 (Titanium Dioxide), Ci 77491, Ci 77492, Ci77499 Iron Oxides), Linalool.",https://www.sephora.com/product/pores-no-more-luminizer-primer-P417002?icid2=products%20grid:p417002:product
Dr. Brandt Skincare,pores no more®  anti-aging mattifying lotion,A fast-absorbing age fighting lotion that helps refine pores and mattify shine.,[],[],,https://www.sephora.com/product/pores-no-more-anti-aging-mattifying-lotion-P254204?icid2=products%20grid:p254204:product
Dr. Brandt Skincare,Do Not Age with Dr. Brandt Transforming Pearl Serum,A breakthrough age-defying serum powered by patented duo pearl technology and a Juvenescence+ Complex.,[],[],"-Juvenessence (Algae Extract): Revitalizes.,-High Tech Molecule: Helps moisturize.,-Paracress Flower Extract: Helps diminish the look of wrinkles.,,Water, Caprylic /Capric Triglyceride, Propanediol, Glycerin, Pentylene Glycol, Alcohol Denat., Apricot Kernel Oil, Phenoxyethanol, Hydroxyethylpiperazine Ethane Sulfonic Acid, Sodium Hydroxide, Xanthan Gum, Sodium Hyaluronate, Hydroxyethylcellulose, Carrageenan, Algin, Decarboxy Carnosine Hcl, Synthetic Fluorphlogopite, Butylene Glycol, Spilanthes Acmella Flower Extract, Titanium Dioxide (Ci 77891), Alaria Esculenta Extract, Geranylgeranylisopropanol, Silica, Mica, Sodium Acetate, Bht, Sodium Lauryl Sulfate, Cellulose, Citrus Aurantium Dulcis (Orange) Peel Oil, Orange Fruit Extract, Cananga Odorata Flower Oil, Vanillin, Lavandula Hybrida Oil, Litsea Cubeba Fruit Oil, Vanilla Planifolia Fruit Extract, Jasmine Flower Extract, Tin Oxide.",https://www.sephora.com/product/do-not-age-with-dr-brandt-transforming-pearl-serum-P383054?icid2=products%20grid:p383054:product
Dr. Brandt Skincare,Do Not Age with Dr. Brandt Time Reversing Cream, A nourishing age-defying cream. ,[],[],"-Juvenessence (Algae Extract): Grows in an exclusive ecosystem located in the Brehat Archipelage of France; revitalizes.,-Blend of Essential Amino Acid and Calcium: Helps skin suppleness.,-Sorghum Juice: Provides smoother and silkier-looking skin.,,Water, Caprylic/Capric Triglycerides, Cetyl Babassuate, Dibutyl Adipate, Macadamia Ternifolia Seed Oil, Shea Butter, Glycerin, Cyclopentasiloxane, Glyceryl Stearate, Sodium Acrylates Copolymer, Cetearyl Alcohol, Stearic Acid, Sodium Cocoyl Glutamate, Bht, Disodium Edta, Tocopherol, Phenoxyethanol, Caprylyl Glycol, Chlorphenesin, Alaria Esculenta Extract, Dextran, Trifluoroacetyl Tripeptide-2, Zinc Ricinoleate, Juniperus Virginiana Oil, Geranium Maculatum Oil, Lavandin Oil, Patchouli Oil, Vetiveria Zizanoides Root Oil, Linseed Seed Extract, Glucosyl Ceramide, Camellia Sinensis Leaf Extract, Grape Seed Extract, Grape Seed Oil, Phospholipids, Carbomer.",https://www.sephora.com/product/do-not-age-with-dr-brandt-time-reversing-cream-P383051?icid2=products%20grid:p383051:product
Dr. Brandt Skincare,Do Not Age with Dr. Brandt™ Beauty Sleep Serum,A supercharged nighttime serum featuring exotic Tahitian black pearls for a well-rested fresh and youthful morning appearance.,[],[],"-Chronopeptides and Persian Silk Tree Extract: Together, these help provide a rested look.,-Precious Tahitian Black Pearl: Rich in vitamins, minerals, and amino acids; reduces the appearance of lines and wrinkles.,-Plankton Extract: Antioxidant.,,Water, Propanediol, Caprylic/Capric Triglyceride, Prunus Armeniaca Kernel Oil, Glycerin, Pentylene Glycol, Alcohol Denat., Phenoxyethanol, Hydroxyethylpiperazine Ethane Sulfonic Acid, Xanthan Gum, Sodium Hyaluronate, Butylene Glycol, Hydroxyethylcellulose, Carrageenan, Algin, Iron Oxides (Ci 77499), Mica, Albizia Julibrissin Bark Extract, Sodium Hydroxide, Sodium Acetate, Bht, Sodium Lauryl Sulfate, Plankton Extract, Cellulose, Titanium Dioxide (Ci 77891), Arginine Ferulate, Glutamylamidoethyl Imidazole, Citrus Aurantium Dulcis(Orange) Peel Oil, Citrus Aurantium Dulcis (Orange) Fruit Extract, Cananga Odorata Flower Oil, Vanillin, Lavandula Hybrida Oil, Cymbopogon Schoenanthus Oil, Vanilla Planifolia Fruit Extract, Hydrolyzed Pearl, Sodium Benzoate, Sorbic Acid, Rubus Fruticosus Fruit Extract, Potassium Sorbate.",https://www.sephora.com/product/do-not-age-with-dr-brandt-beauty-sleep-serum-P399333?icid2=products%20grid:p399333:product
Dr. Brandt Skincare,pores no more® Vacuum Cleaner® Pore Purifying Mask,A cooling pore-purifying mask that breaks apart stubborn dirt and oil to unclog pores and shrink their appearance for a clean less-shiny complexion.,['- Pores- Oiliness\xad- Blemishes'],Immediately you’ll see less oil and shine and your skin will feel deeply clean. With regular use botanical extracts and glycolic acid help tighten pores so they look smaller while salicylic acid zinc and vitamin A combine to purify pores loosening gunk and helping skin to look healthier.,"-Salicylic Acid: Helps soak up oil and loosen dirt and impurities.,-Glycolic Acid: Exfoliates away dirt and dead skin cells.,-Botanical Extracts from Iris and Eijisu Rose: Help pores look smaller.,-Combination of Oleanolic Acid and an African Tree Extract: Reduce shine.,,Water, Silica, Butylene Glycol, Benzyl Alcohol, Mannitol, Alcohol Denat., Xanthan Gum, Cellulose, Lavandula Angustifolia (Lavender) Oil, Glycolic Acid, Menthone Glycerin Acetal, Enantia Chlorantha Bark Extract, Sodium Hydroxide, Disodium Edta, Glycerin, Salicylic Acid, Oleanolic Acid, Acrylates Copolymer, Caprylic/Capric Triglyceride, Tocopheryl Acetate, Hydroxypropyl Methylcellulose, Iris Florentina Root Extract, Sodium Benzoate, Potassium Sorbate, Rosa Multiflora (Rose) Fruit Extract, Ci 77007 (Ultramarines), Ci 77891 (Titanium Dioxide) , Ci 77120 (Barium Sulfate).",https://www.sephora.com/product/pores-no-more-vacuum-cleaner-pore-purifying-mask-P429662?icid2=products%20grid:p429662:product
