Brand,Product,What it is,what is product used for,If you want to know more,Ingredients,Item Link
Algenist,Firming & Lifting Neck Cream,['An ultrafirming and moisturizing neck cream that targets the specific needs of the delicate skin around the neck and chest. '],[],[],"-Alguronic Acid: Patented and powerful compound that demonstrates significant antiaging properties, helping to rejuvenate the skin for a more youthful appearance.,-Protein and Peptide Complex: Visibly tightens and lifts skin.,,Water, Isononyl Isononanoate, Dimethicone, Butyrospermum Parkii (Shea) Butter, Butylene Glycol, Glycerin, Capric/ Caprylic Triglyceride, Cetearyl Alcohol, PPG-3 Benzyl Ether Myristate, Sorbitan Stearate, Glyceryl Stearate, PEG-100 Stearate, Pentylene Glycol, Algae Exopolysaccharides, Hydrolyzed Quinoa, Hydrolyzed Rice Protein, Algae Extract, Palmitoyl Tetrapeptide-7, Palmitoyl Oligopeptide, Acetyl Dipeptide-1 Cetyl Ester, Whey Protein, Hydrolyzed Manihot Esculenta Tuber Extract, Lactic Acid, Dimethicone Crosspolymer, Caprylyl Glycol, Pullulan, Potassium Sorbate, Sodium Hydroxide, Sorbitan Laurate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Lactose, Hydroxyethylcellulose, Limonene, Carbomer, Hexylene Glycol, Citronellol, Disodium EDTA, Lilial, Polysorbate 20, Sodium Benzoate, Lyral, Ethylhexylglycerin, Phenoxyethanol, Fragrance.",https://www.sephora.com/product/firming-lifting-neck-cream-P387841?icid2=products%20grid:p387841:product
Algenist,ELEVATE Advanced Retinol Serum,['A dual-action serum formulated with pure vegan retinol—encapsulated with green algae and patented alguronic acid—to minimize the visible signs of aging for a firmer-looking complexion.'],['- Loss of firmness- Fine lines/wrinkles- Uneven texture'], This advanced vegan serum is formulated with pure vegan retinol encapsulated with green algae (patented and exclusive) to preserve the retinol's efficacy and allow for a gradual timed release. A high-concentration of Algenist's patented Alguronic Acid—naturally sourced and sustainably produced from algae—supports retinol efficacy and helps support elastin in the skin.* Gentle enough to use every day and night this high-performance formula helps support skin strength visibly improves skin texture and minimizes the appearance of fine line and wrinkles.*In a third party scientific test Alguronic Acid displayed a powerful effect on a number of well-known anti-aging ingredients.,"['Water, Dimethicone, Glycerin, Butylene Glycol, Pentylene Glycol, Polymethyl Methacrylate, Dimethicone Crosspolymer, Retinol, Parachlorella Beijerinckii Exopolysaccharides, Dunaliella Salina Extract, Ceramide NP, Myristoyl Nonapeptide-3, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Acetyl Dipeptide-1 Cetyl Ester, Glycine Soja (Soybean) Extract, Tocopherol, Squalane, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Caprylic/Capric Triglyceride, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sodium PCA, Polysorbate 20, Dipotassium Glycyrrhizate, Sorbitan Laurate, Dimethicone/PEG-10/15 Crosspolymer, Sodium Hydroxide, Cetyl Palmitate, Hydrogenated Polydecene, Laureth-23, Polysorbate 60, Disodium EDTA, Hydroxyethylcellulose, Carbomer, Sodium Lactate, Sorbitan Isostearate, Trideceth-6 Phosphate, Dipropylene Glycol, Sodium Citrate, Mica, Caprylyl Glycol, Chlorphenesin, Phenoxyethanol, Fragrance, Linalool, Titanium Dioxide (CI77891).']",https://www.sephora.com/product/elevate-advanced-retinol-serum-P433469?icid2=products%20grid:p433469:product
Algenist,Pure GENIUS Collection Kit,['A powerful anti-aging kit to reduce visible signs of aging in as little as 10 days. '],['- Fine lines and wrinkles- Dryness- Loss of firmness and elasticity'], This kit showcases Algenist’s most powerful anti-aging biotechnology to reduce visible signs of aging. It features products formulated with alguronic acid a patented naturally-occurring compound from microalgae that is a breakthrough anti-aging ingredient. Through use of this complex skin appears nourished and radiant skin resiliency and elasticity appear restored and fine lines and deep wrinkles are visibly minimized in as little as 10 days.This set contains:- 1.5 oz/ 45 mL GENIUS Ultimate Anti-Aging Melting Cleanser- 0.21 oz/ 6.2 mL GENIUS Ultimate Anti-Aging Eye Cream- 1 oz/ 30 mL GENIUS Ultimate Anti-Aging Cream- 0.21 oz/ 6.2 mL GENIUS Liquid Collagen,"-Plant-derived Collagen: Gives skin a firmer, more lifted appearance.,-Patented Alguronic Acid: Supports the appearance of smoother, firmer skin.,-Microalgae Oil: Keeps the skin hydrated five times longer than untreated skin over a 24-hour period.,,GENIUS Ultimate Anti-Aging Eye Cream:,Water, Caprylic/Capric Triglyceride, Glycerin, Butyrospermum Parkii (Shea) Butter, Hydrogenated Polyisobutene, Chlorella Protothecoides Oil, Dimethicone, Glyceryl Stearate, PEG-100 Stearate, Cetearyl Alcohol, Cetyl Alcohol, Pentylene Glycol, Silica, Algae Exopolysaccharides, Vegetable Collagen, Algae Extract, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Copper Lysine Prolinate, Methyl Glucoside Phosphate, Albiza Julibrissin Bark Extract, Kigelia Africana Fruit Extract, Plantago Lanceolata Leaf Extract, Chrysin, Darutoside, Sodium PCA, Leuconostoc/Radish Root Ferment Filtrate, Stearic Acid, Ceteareth-20, Caprylyl Glycol, Steareth-20, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Butylene Glycol, Sodium Benzoate, Potassium Sorbate, Xanthan Gum, Chlorhexidine Digluconate, N-Hydroxysuccinimide, Chlorphenesin, Sodium Citrate, Disodium EDTA, Citric Acid, Sodium Hydroxide, Phenoxyethanol.,,GENIUS Ultimate Anti-Aging Cream:,Water, Caprylic/Capric Triglyceride, Hydrogenated Polyisobutene, Glycerin, Chlorella Protothecoides Oil, Dimethicone, Butylene Glycol, Glyceryl Stearate, PEG-100 Stearate, Butyrospermum Parkii (Shea) Butter, Pentylene Glycol, Potassium Cetyl Phosphate, Algae Exopolysaccharides, Vegetable Collagen, Ceramide 3, Cynara Scolymus (Artichoke) Leaf Extract, Retinyl Palmitate, Astragalus Membranaceous Root Extract, Atractyloides Macrocephala Root Extract, Iris Florentina Root Extract, Bupleurum Falcatum Root Extract, Methyl Glucoside Phosphate Proline Lysine Copper Complex, Stearalkonium Bentonite, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Silica, Caprylyl Glycol, Sodium Hydroxide, Disodium EDTA, Ethylhexylglycerin, Cetyl Alcohol, Propylene Carbonate, Phenoxyethanol, Leuconostoc/Radish Root Ferment Filtrate, Chlorphenesin, Fragrance, Coumarin.,,GENIUS Ultimate Anti-Aging Melting Cleanser:,C12-15 Alkyl Benzoate, Ethylhexyl Palmitate, Caprylic/Capric Triglyceride, Glycerin, Water, Sucrose Laurate, Olea Europaea (Olive) Fruit Oil, Persea Gratissima (Avocado) Oil, Chlorella Protothecoides Oil, Parachlorella Beijerinckii Exopolysaccharides, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vaccinium Myrtillus Seed Oil, Retinyl Palmitate, Tocopheryl Acetate, PEG-12 Dimethicone, Caprylyl Glycol, Chlorphenesin, Phenoxyethanol, Fragrance, Chromium Oxide Greens (CI 77288).,,GENIUS Liquid Collagen:,Collagen, Water, Propanediol, Isononyl Isononanoate, Butylene Glycol, Glycerin, Betaine, Pentylene Glycol, Dextrin Palmitate, Collagen Amino Acids, Parachlorella Beijerinckii Exopolysaccharides, Chlorella Protothecoides Oil, Helichrysum Stoechas Extract, Cylindrotheca Fusiformis Extract, Niacinamide, Tocopherol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Adenosine, Helianthus Annuus (Sunflower) Seed Oil, Leuconostoc / Radish Root Ferment Filtrate, Caprylic / Capric Triglyceride, Palmitic Acid, Disodium EDTA, Carbomer, Sodium Lactate, Amodimethicone, Homosalate, Polysorbate 20, Butyl Methoxydibenzoylmethane, 1,2-Hexanediol, Caprylyl Glycol, Octocrylene, Sodium Hydroxide, Phenoxyethanol, Fragrance, Limonene, Beta-Carotene (CI 75130).",https://www.sephora.com/product/pure-genius-collection-kit-P425424?icid2=products%20grid:p425424:product
Algenist,Pore Corrector Anti-Aging Primer, An antiaging primer that visibly minimizes pores imperfections and oiliness to create a uniform canvas for flawless makeup application.  ,['- Fine lines and wrinkles- Pores- Oiliness'],The silky lightweight and oil-free Pore Corrector Anti-Aging Primer glides onto skin to combat pores oiliness flakiness fine lines wrinkles and imperfections for a seamless makeup application. Alguronic acid salicylic acid and a custom antioxidant and floral extract blend improves the appearance of skin's texture firmness and tone while providing a protective layer and targeting clogged pores over time. Skin is left looking and feeling radiant healthy even toned and makeup ready.     ,"-Alguronic Acid: Promotes skin’s natural cell regeneration for smother and brighter-looking skin.,-Salicylic Acid: Exfoliates gently to visibly remove excess sebum and unclog pores.,-Lentil Seed Extract: Helps to visibly tighten pores and minimize sebum.,-Soybean Extract: Smooths the appearance of fine lines and wrinkles, hydrates, visibly boosts firmness and clarity, and enhances skin's natural protective layer.,,Water, Butylene Glycol, Dimethicone, Glycerin, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Algae Exopolysaccharides, Camellia Sinensis Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Medicago Sativa (Alfalfa) Seed Extract, Prunus Amygdalus Dulcis (Sweet Almond) Seed Extract, Pisum Sativum (Pea) Extract, Hydrolyzed Soy Protein, Hydrolyzed Lupine Protein, Hydrolyzed Wheat Protein, Tripeptide-1, Acetyl Tetrapeptide-9, Acetyl Dipeptide-1 Cetyl Ester, Tocopheryl Acetate, Glycosaminoglycans, Phospholipids, Caffeine, Squalane, Ethylhexylglycerin, Hydroxyethylcellulose, Dimethicone/Vinyl Dimethicone Crosspolymer, Acrylates C10/30 Alkyl Acrylate Crosspolymer, Dimethicone PEG-10/15 Crosspolymer, Aminomethyl Propanol, Disodium EDTA, Trisodium EDTA, Dextran, Caprylyl Glycol, Pentlyene Glycol, Hexylene Glycol, Polysorbate 60, Sorbitan Laurate, Sodium Citrate, Potassium Sorbate, Phenoxyethanol, Silica.",https://www.sephora.com/product/pore-corrector-anti-aging-primer-P378870?icid2=products%20grid:p378870:product
Algenist,The Classics Kit,A trio of products that combine alguronic acid with powerful targeted active ingredients to support natural cell regeneration and deliver antiaging benefits for youthful-looking radiant skin.,['- Fine lines and wrinkles- Loss of firmness and elasticity- Dullness and uneven skin tone'],Discover the antiaging power of alguronic acid through The Classics Kit. Algenist has brought together three of the bestselling classics to effectively minimize visible wrinkles rebuild skin firmness and boost radiance.This set contains:- 0.27 oz/ 8 mL Concentrated Reconstructing Serum- 2 oz/ 60 mL Regenerative Anti-Aging Moisturizer- 0.5 oz/ 14.7 mL Complete Eye Renewal Balm,"-Alguronic Acid: Patented compound produced from microalgae and proven in scientific testing to reduce the appearance of fine lines and wrinkles, as well as brighten the overall appearance of skin.,,Concentrated Reconstructing Serum:,Water, Isononyl Isononanoate, Pentylene Glycol, Glycerin, Saccharum Officinarum Extract, Caprylic/Capric Triglyceride, Butylene Glycol, Glyceryl Stearate, Hydroxyphenoxy Propionic Acid, PEG-100 Stearate, Niacinamide, Algae Exopolysaccharides, Tetrapeptide-21, Beta-Glucan, Algae Extract, Camellia Sinensis (Green Tea) Leaf Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Medica Limonum (Lemon) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Malus Domestica Fruit (Apple) Cell Culture Extract, Inula Crithmoide Extract, Bambusa Vulgaris (Bamboo) Leaf/Stem Extract, Glucosamine HCL, Pisum Sativum (Pea) Extract, Ergothioneine, Cetearyl Alcohol, Lecithin, Sorbitol, Xanthan Gum, Ethylhexylglycerin, Caprylyl Glycol, Ceteareth-20, Sclerotium Gum, Propanediol, Sodium Hydroxide, Hexylene Glycol, Sodium Benzoate, Disodium EDTA, 1,2-Hexanediol, Benzoic Acid, Potassium Sorbate, Citral, Fragrance, Phenoxyethanol.,,Regenerative Anti-Aging Moisturizer:,Water, Caprylic/Capric Triglyceride, Butylene Glycol, Dimethicone, Pentylene Glycol, Butyrospermum Parkii (Shea) Butter, Sorbitan Stearate, Glycerin, Glyceryl Stearate, PEG-100 Stearate, Limnanthes Alba (Meadowfoam) Seed Oil, DI-C12-15 Alkyl Fumarate, Algae Exopolysaccharides, Malus Domestica Fruit (Apple) Cell Culture Extract, Bambusa Vulgaris (Bamboo) Leaf/Stem Extract, Tetrapeptide-21, Pisum Sativum (Pea) Extract, Enantia Chlorantha Bark Extract, Alaria Esculenta Extract, Sodium Ascorbyl Phosphate, Biotin, Glucosamine HCL, Eucalyptus Globulus Leaf Oil, Ergothioneine, Oleanolic Acid, Cetyl Alcohol, Dimethicone/PEG-10/15 Crosspolymer, Stearic Acid, Carbomer, Xanthan Gum, Lecithin, Mannitol, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Disodium EDTA, Caprylyl Glycol, Ethylhexylglycerin, Aminomethyl Propanol, Hexylene Glycol, Phenoxyethanol.,,Complete Eye Renewal Balm:,Water, Stearic Acid, Isopropyl Isostearate, Glycerin, Dimethicone, Pentylene Glycol, Glyceryl Stearate SE, Dimethicone Crosspolymer, Butyrospermum Parkii (Shea) Butter, Cetearyl Alcohol, Undaria Pinnatifida Extract, Limnanthes Alba (Meadowfoam) Seed Oil, Algae Exopolysacharides, Alaria Esculenta Extract, Bambusa Vulgaris (Bamboo) Leaf/Stem Extract, Aloe Barbadensis Leaf Juice, Aloe Barbadensis Leaf Juice Powder, Camellia Sinensis (Green Tea) Leaf Extract, Cucumis Sativus (Cucumber) Fruit Extract, Tocopheryl Acetate, Caffeine, Tetrapeptide-21, Dipeptide-2, Palmitoyl Tetrapeptide-7, Palmitoyl Oligopeptide, Magnesium Ascorbyl Phosphate, Malus Domestica Fruit (Apple) Cell Culture Extract, Rubus Idaeus (Raspberry) Leaf Extract, Glucosamine HCL, Pisum Sativum (Pea) Extract, Inula Crithmoide Extract, Phospholipids, N-Hydroxysuccinimide, Chrysin, Hesperidin Methyl Chalcone, Lecithin, Caprylic/Capric Triglyceride, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Steareth-20, Ceteareth-20, Butylene Glycol, Xanthan Gum, Disodium EDTA, Aminomethyl Propanol, Potassium Sorbate, Chlorhexidine Digluconate, Caprylyl Glycol, Hexylene Glycol, Ethylhexylglycerin, Phenoxyethanol.",https://www.sephora.com/product/the-classics-kit-P411584?icid2=products%20grid:p411584:product
Algenist,Advanced Anti-Aging Repairing Oil,[' A powerful treatment that performs like an antiaging serum with the luxurious experience of an oil. '],['- Fine lines and wrinkles- Dryness- Dullness and uneven texture'], The quick-absorbing non-greasy benefits of the Advanced Anti-Aging Repairing Oil instantly replenish skin with essential moisture while working to reduce the appearance of fine lines and wrinkles a dull complexion and rough skin texture. Formulated with microalgae oil ceramides and brown algae extract the oil visibly restores elasticity firmness and suppleness while giving skin the appearance of a fresh dewy and youthful glow.  ,"-Microalgae Oil: Improves the appearance of firmness for visibly smooth and toned skin.,-Ceramides: Retain and balance natural moisture levels, increase water-retention capacity, and reduce the appearance of fine lines and wrinkles by supporting skin’s natural lipid barrier.,-Brown Algae Extract: Restores skin’s firmness and elasticity and visibly reduces the number and depth of wrinkles.,-Rosemary Extract and Sunflower Seed Oil: Protect skin from free-radical damage with a natural antioxidant complex.,,Chlorella Protothecoides Oil, Cetearyl Ethylhexanoate, Isopropyl Isostearate, Caprylic/Capric Triglyceride, Ceramide 3, Alaria Esculenta Extract, Retinyl Palmitate, Tocopherol, Rosmarinus Officinalis Leaf Extract, Helianthus Annuus Seed Oil, Cymbopogon Martini Oil, Geraniol.",https://www.sephora.com/product/advanced-anti-aging-repairing-oil-P379907?icid2=products%20grid:p379907:product
Algenist,GENIUS Ultimate Anti-Aging Vitamin C+ Serum,['A powerful serum formulated to minimize the appearance of deep wrinkles and to support the most fragile skin areas while visibly reducing the look of age spots and discoloration.'],['- Dullness and uneven texture- Dark spots and uneven skin tone- Fine lines and wrinkles'], This powerful formula combines Alguronic acid—a breakthrough antiaging ingredient—with nourishing microalgae oil and a potent vitamin C derivative to help visibly minimize fine lines and wrinkles and reduce the appearance of age spots and discoloration. The most fragile skin texture appears strengthened and skin's youthful even radiance is revealed.,"-Alguronic Acid: Improves the appearance of firmness which results in more toned and younger looking skin.,-Microalgae Oil: Keeps skin hydrated up to five times longer than untreated skin over a 24-hour period.,-Vitamin C+: Helps to reduce the appearance of discoloration and boost radiance in the skin.,-Plant Collagen: Hydrates and conditions the skin while promoting a more youthful appearance.,,Water, Glycerin, Butylene Glycol, 3-O-Ethyl Ascorbic Acid, Polymethylsilsesquioxane, Sodium Citrate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Niacinamide, Ethoxydiglycol, Algae Exopolysaccharides, Chlorella Protothecoides Oil, Vinyl Dimethicone/ Methicone Silsesquioxane Crosspolymer, Citric Acid, Algae Extract, Peg-12 Dimethicone, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Caprylyl Glycol, Xanthan Gum, Vegetable Collagen, Ethylhexylglycerin, Hexylene Glycol, Disodium EDTA, Plantago Lanceolata Leaf Extract, Sorbitan Isostearate, Polysorbate 60, Sodium Lauroyl Lactylate, Carbomer, Polysorbate 20, Ceramide NP, Ceramide AP, Ceramide EOP, Phytosphingosine, Cholesterol, Leuconostoc/Radish Root Ferment Filtrate, Phenoxyethanol, Fragrance, Coumarin.",https://www.sephora.com/product/genius-ultimate-anti-aging-vitamin-c-serum-P392945?icid2=products%20grid:p392945:product
Algenist,Regenerative Anti-Aging Moisturizer SPF 20,[],[],[],"-Alguronic Acid: Increases cell regeneration and elastin synthesis.,-Vitamin C: Boosts radiance and reduces wrinkles.,-Apple Cell Extract: Delays cell aging and stimulates cell regeneration and repair.,,Water/Eau (Aqua), Homosalate, Ethylhexyl Salicylate, Silica, Butylene Glycol, Butyl Methoxydibenzoylmethane, Pentylene Glycol, Caprylic/Capric Triglyceride, Glycerin, PEG-100 Stearate, Glyceryl Stearate, Butyrospermum Parkii (Shea Butter), Di-C12-15 Alkyl Fumarate, Cetearyl Alcohol, Cetyl Phosphate, Algae Exopolysaccharides, Malus Domestica Fruit (Apple) Cell Culture Extract, Bambusa Vulgaris (Bamboo) Leaf/Stem Extract, Tetrapeptide-21, Pisum Sativum (Pea) Extract, Enantia Chlorantha Bark Extract, Alaria Esculenta Extract, Sodium Ascorbyl Phosphate, Biotin, Glucosamine HCL, Eucalyptus Globulus Leaf Oil, Ergothioneine, Oleanolic Acid, Stearic Acid, Carbomer, Xanthan Gum, Lecithin, Mannitol, D-Limonene, Disodium EDTA, Caprylyl Glycol, Ethylhexylglycerin, Aminomethyl Propanol, Hexylene Glycol, Phenoxyethanol.",https://www.sephora.com/product/regenerative-anti-aging-moisturizer-spf-20-P282937?icid2=products%20grid:p282937:product
Algenist,ELEVATE Advanced Lift Contouring Cream,A whipped cream that visibly sculpts tones and lifts while improving signs of aging. ,['- Loss of firmness and elasticity- Fine lines and wrinkles'], This luxurious cream visibly improves skin’s elasticity while alguronic acid and tripeptide-2 combine in a glycoprotein matrix to help promote and reinforce a firmer skin structure visibly minimize signs of aging and rapidly tone skin with proven visible lifting effects. A smart technology gold delivery system provides continuous and extended activity of peptides and anti-aging microalgae to help fortify skin texture for a smoother plumper-looking and contoured appearance in as little as 10 days.,"-Alguronic Acid: Provides anti-aging and anti-wrinkle benefits.,-Tripeptide-2: Helps promote and reinforce a visibly firmer skin structure.,-Gold Delivery System: Provides continuous and extended activity of peptides to help fortify skin texture and tone.,,Water, Dimethicone, Dimethicone Crosspolymer, Butylene Glycol, Glycerin, Caprylic/Capric Triglyceride, Pentylene Glycol, Parachlorella Beijerinckii Exopolysaccharides, Dunaliella Salina Extract, Plankton Extract, Trifluoroacetyl Tripeptide-2, Hydrolyzed Wheat Protein, Tetradecyl Aminobutyroylvalylaminobutyric Urea Trifluoroacetate, Palmitoyl Tripeptide-5, Sodium Hyaluronate, Gold, Arginine/Lysine Polypeptide, Hydrolyzed Rice Protein, Hydrolyzed Oat Protein, Potassium Palmitoyl Hydrolyzed Oat Protein, Avena Sativa (Oat) Kernel Extract, Silica, Acetyl Hydroxyproline, Biosaccharide Gum-1, Tocopherol, Sodium Ascorbate, Ethylhexylglycerin, Citric Acid, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Squalane, Sodium Polyacrylate Starch, Dimethicone/PEG-10/15 Crosspolymer, Polysorbate 60, Adenosine, Sorbitan Isostearate, Lecithin, Panthenol, Magnesium Chloride, Dextran, Pantolactone, Titanium Dioxide, Caprylyl Glycol, Chlorphenesin, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol, Fragrance, Citronellol, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Limonene, Linalool.",https://www.sephora.com/product/elevate-advanced-lift-contouring-cream-P420638?icid2=products%20grid:p420638:product
Algenist,REVEAL Concentrated Color Correcting Drops,['A unique color corrector featuring microalgae and pigments to treat the main concerns of uneven skin.'],[],[],"['Water, Dimethicone, Mica, Nylon-12, PEG-10 Dimethicone, Talc, Titanium Dioxide, Glycerin, Acrylates/Dimethicone Copolymer, Cetyl PEG/PPG-10/1 Dimethicone, Algae Exopolysaccharides, Chlorella Protothecoides Oil, Dunaliella Salina Extract, Haematococcus Pluvialis Extract, Undaria Pinnatifida Extract, HDI/Trimethylol Hexyllactone Crosspolymer, Isododecane, Magnesium Sulfate, Silica, Methicone, Hydrogen Dimethicone, Triethoxycaprylylsilane, Disteardimonium Hectorite, Propylene Carbonate, Caprylic/ Capric Triglyceride, PEG-8 Distearmonium Chloride PG-Dimethicone, Aluminum Hydroxide, Sodium Chloride, Hexylene Glycol, Pongamia Glabra Seed Oil, Ethylhexylglycerin, Sodium Dehydroacetate, Benzoic Acid, Dehydroacetic Acid, Phenoxyethanol, Chromium Oxide Greens (CI 77288), Iron Oxides (CI 77492, CI 77499), Titanium Oxide (CI 77891).']",https://www.sephora.com/product/reveal-concentrated-color-correcting-drops-P406531?icid2=products%20grid:p406531:product
Algenist,Genius White Brightening Anti-Aging Cream,"A luxurious antiaging cream for smooth nourished even skin. 						",[],[],"-Patented Alguronic Acid: Reduces the appearance of fine lines and wrinkles.,-AlgaBright Complex: Visibly brightens and evens out skin tone; contains ascorbyl glusoside, algae extracts, and a botanical complex from Japan.,,Water, Dimethicone, Squalane, Glycerin, Ascorbyl Glucoside, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Isopropyl Isostearate, Niacinamide, Pentylene Glycol, Butyrospermum Parkii (Shea) Butter, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sorbitan Stearate, Algae Exopolysaccharides, Camellia Japonica Seed Extract, Glyceryl Stearate, Algae Extract, PEG-100 Stearate, Sodium Citrate, Citrus Aurantium Tachibana Peel Extract, Sodium Hydroxide, Chlorphenesin, Caprylyl Glycol, Sorbitan Isostearate, Disodium EDTA, Citrus Depressa Peel Extract, Polysorbate 60, Citric Acid, Butylene Glycol, Phenoxyethanol, Fragrance, Citronellol, Limonene, Linalool, Hydroxyisotexyl 3-Cyclohexene Carboxaldehyde.",https://www.sephora.com/product/genius-white-brightening-anti-aging-cream-P393642?icid2=products%20grid:p393642:product
Algenist,Repairing Tint & Radiance Moisturizer SPF 30,['A multiaction tinted moisturizer that blurs the look of fine lines and wrinkles and improves skin radiance with the added protection of SPF 30. '],[],[],"-Chlorophyllin and Astaxanthin: Helps visibly reduce imperfections, provide antioxidant benefits, and soothe and condition skin.,-Alguronic Acid: Improves the appearance of firmness which results in more toned and younger-looking skin.,-Microalgae Oil: Keeps the skin hydrated five times longer than untreated skin over a 24-hour period.,-Plant Collagen: Hydrates and conditions the skin while promoting a more youthful appearance.,-Octinoxate 7%, Octisalate 4.5%, Oxybenzone 3%, Titanium Dioxide 2.46%,,Water, Neopentyl Glycol Dicaprate, Butylene Glycol, Butyloctyl Salicylate, C20-40 Pareth-3, Zea Mays (Corn) Starch, Steareth-21, Stearyl Alcohol, Stearic Acid, Dipropylene Glycol, Caprylyl Methicone, Polymethyl Methacrylate, Algae Exopolysaccharides, Glycerin, PEG-8 Dimethicone, Chlorella Protothecoides Oil, Haematococcus Pluvialis Extract, Potassium Cetyl Phosphate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Dimethicone, Caprylyl Glycol, Hydrolyzed Wheat Protein/PVP Crosspolymer, VP/Eicosene Copolymer, Tocopherol, Isohexadecane, Decylene Glycol, Chlorophyllin-Copper Complex, Beta-Carotene, PEG-10 Dimethicone, Steareth-2, Tocopheryl Acetate, Polyhydroxystearic Acid, Silica, Alumina, Allantoin, Xanthan Gum, Disodium EDTA, Polysorbate 60, Cetyl Alcohol, Sodium Chloride, Dipotassium Glycyrrhizate, Sorbitan Isostearate, Ethylhexylglycerin, Glycine Soja (Soybean) Oil, Arachidyl Alcohol, Soluble Collagen, EDTA, Potassium Sorbate, Aminomethyl Propanol, Ammonium Polyacrylate, BHT, Raphanus Sativus (Radish) Root Extract, Capric Acid, Caprylic/Capric Triglyceride, Polyglyceryl-10 Oleate, Sodium Hyaluronate, Polyglyceryl-10 Stearate, Lysolecithin, Daucus Carota Sativa (Carrot) Root Extract, Phenoxyethanol, Fragrance, Coumarin, Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891).",https://www.sephora.com/product/repairing-tint-radiance-moisturizer-spf-30-P395382?icid2=products%20grid:p395382:product
Algenist,Color Correcting Finishing Powder,['A color correcting finishing powder that is formulated with AlgaCorrecting complex and an algae-derived ingredient.'],[],[],"['Talc, Synthetic Fluorphlogopite, Zea Mays (Corn) Starch, Dimethicone, Polymethyl Methacrylate, Magnesium Myristate, Mica, Silica, Trimethylsiloxyphenyl Dimethicone, Ethylene/Acrylic Acid Copolymer, Algae Exopolysaccharides, Chlorella Protothecoides Oil, Algae Extract, Chondrus Crispus Extract, Dunaliella Salina Extract, Haematococcus Pluvialis Extract, Aphanizomenon Flos-Aquae Extract, Halidrys Siliquosa Extract, Pongamia Glabra Seed Oil, Olea Europaea (Olive) Fruit Oil, Caprylyl Glycol, Dimethiconol, Citric Acid, Water (Aqua, Eau), Hydrogenated Starch Hydrolysate, Salicylic Acid, Dehydroacetic Acid, Potassium Sorbate, Sodium Benzoate, Barium Sulfate, Rosin (Colophonium), Phenoxyethanol, Red 7 Lake (CI 15850), Red 6 (CI 15850), Beta-Carotene (CI 40800), Blue 1 (CI 42090), Chromium Hydroxide Green (CI 77289), Iron Oxides (CI 77492), Ferric Ammonium Ferrocyanide (CI 77510), Manganese Violet (CI 77742), Titanium Dioxide (CI 77891).']",https://www.sephora.com/product/color-correcting-finishing-powder-P407431?icid2=products%20grid:p407431:product
