Brand,Product,What it is,what is product used for,If you want to know more,Ingredients,Item Link
REN Clean Skincare,AHA Smart Renewal Body Serum,"['A moisturizing body serum containing AHAs that works with the skin to naturally exfoliate', ' leaving skin radiant with a natural glow. ']",['- Dullness and uneven texture- Dryness- Uneven skin tone'],[],"['-Lactic Acid: A natural L(+) lactic acid produced by fermentation from sugar; an excellent exfoliator, it hydrates, increases the natural barrier of lipids in the outer layer of skin, and lightens and brightens the look of skin for those with discoloration.', '-Probiotic Extract: Skin renewal is accelerated, promoting skin health; promotes the shedding of dead cells.', '-Xylitol: Increases reserves and circulation of water; reinforces the skin barrier, reducing dehydration.', '', 'Water, Butyrospermum Parkii (Shea) Butter, Lactic Acid, Sodium Lactate, Lactococcus Ferment Lysate, Lysolecithin, Sclerotium Gum, Xylitylglucoside, Xanthan Gum, Anhydroxylitol, Pullulan, Parfum* (Fragrance), Mannitol, Xylitol, Sodium Benzoate, Citrus Aurantium Dulcis (Orange) Flower Oil, Citrus Grandis (Grapefruit) Peel Oil, Citrus Nobilis (Mandarin) Peel Oil, Citrus Tangerina (Tangerine) Peel Oil, Tocopheryl Acetate, Potassium Sorbate, Faex (Yeast) Extract, Glucose, Silica, Sodium Chloride, Glycogen, Magnesium Ascorbyl Phosphate, Citric Acid, Citral, Limonene, Linalool. *100% Natural Fragrance.']",https://www.sephora.com/product/aha-smart-renewal-body-serum-P431845?icid2=products%20grid:p431845:product
Dr. Dennis Gross Skincare,Alpha Beta® Medi–Spa Peel ,['A weekly peel containing 15 acids that boost the effects of your daily peel to add radiance and diminish the three most common signs of aging.'],['- Uneven tone and texture- Fine lines and wrinkles- Enlarged pores'],"[' Renew radiance with the most potent at-home version of the peels NYC dermatologist Dr. Dennis Gross developed and uses at his practice.  This patented two-step formula is easy and safe to use at home and does not require recovery time.  Step one is packed with rejuvenating', ' powerful', ' yet gentle exfoliating acids. Step two controls the alpha hydroxy acid activity and delivers antiaging actives and antioxidants while nourishing with a luxurious milk that keeps skin balanced and boosts radiance. Skin looks and feels softer and smoother instantly with smaller-looking pores. A reduction in the appearance of fine lines', ' a more even tone', ' and smoother texture will result over time.  ']",,https://www.sephora.com/product/alpha-beta-medi-spa-peel-P388621?icid2=products%20grid:p388621:product
Dr. Brandt Skincare,PoreDermabrasion™ Pore Perfecting Exfoliator,[' A unique professional-grade physical and chemical exfoliator and pore perfector in one. '],['- Oiliness- Pores- Dullness and uneven texture'],"[' PoreDermabrasion™ Pore Perfecting Exfoliator reduces the look of enlarged pores and mattifies shine. Minimize pores while smoothing and evening skin’s texture with this dual-action formula. This exfoliator instantly* works to deeply cleanse pores while it strengthens and tightens the look of pores by removing congestion- and clogging-causing impurities. Your skin will look and feel smoother', ' more even', ' and shine-free. *Individual results may vary.']","['-Micro-size Aluminum Oxide Crystals: Blend of smaller crystals targeted to deep clean pores and improve skin texture.', '-Caviar Lime Extract: Improves exfoliation; promotes a smoother, brighter, and even complexion.', '-Salicylic Acid: Helps unclog pores.', '-Lentil Seed Extract: Strengthens and tightens the appearance of pore walls while it refines the look of pores.', '', 'Water, Alumina, Glycerin, Butylene Glycol, Lactobacillus Ferment, Carica Papaya (Papaya) Fruit Extract, Carbomer, Methyl Gluceth-20, Lens Esculenta (Lentil) Fruit Extract, Microcitrus Australasica Fruit Extract, Lactobacillus/Pumpkin Fruit Ferment Filtrate, Amyris Balsamifera Bark Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Eugenia Caryophyllus (Clove) Leaf Oil, Jasminum Officinale (Jasmine) Oil, Lavandula Angustifolia (Lavender) Oil, Citrus Limon (Lemon) Peel Oil, Mentha Piperita (Peppermint) Oil, Rosa Damascena Flower Oil, Caprylic/Capric Triglyceride, Allantoin, Xanthan Gum, Sodium Hyaluronate, Salicylic Acid, Methyl Methacrylate Crosspolymer, Alcohol Denat., Sodium Hydroxide, Leuconostoc/Radish Root Ferment Filtrate, Phenoxyethanol, Ethylhexylglycerin, Iron Oxide (Ci 77491), Sodium Oxide.']",https://www.sephora.com/product/poredermabrasion-pore-perfecting-exfoliator-P397310?icid2=products%20grid:p397310:product
Dr. Dennis Gross Skincare,Doctor's Kit Gold Standard Anti-Aging Solution,"['A kit featuring Dr. Gross’ top-selling', ' gold standard products for anti-aging.']",['- Fine lines and wrinkles- Uneven skin tone- Dullness and uneven texture'],"[' See smoother', ' brighter', ' more radiant-looking skin. AHAs and BHAs help overhaul your complexion to minimize the look of pores', ' smooth fine lines', ' boost radiance', ' and even the look of skin tone and texture. Vitamin C helps brighten and firm the look of skin. Retinol helps diminish the look of fine lines and wrinkles. These clinically-proven ingredients work synergistically for the most effective anti-aging regimen you can use at home. ', 'This set contains:', '- 14 x Treatments of Alpha Beta Extra Strength Daily Peel- 0.33 oz/ 10 mL Ferulic + Retinol Wrinkle Recovery Overnight Serum- 0.3 oz/ 9 mL C+ Collagen Brighten &amp; Firm Vitamin C Serum']",,https://www.sephora.com/product/doctor-s-kit-gold-standard-anti-aging-solution-P429248?icid2=products%20grid:p429248:product
Dr. Brandt Skincare,Bright Biotic™ Dark Spot Minimizing Serum,"['A skin balancing serum that combines brighteners', ' fruit enzymes', ' and a Biotic Balancing Complex to help reduce the look of dark spots for a brighter', ' healthier complexion.']",['- Dark spots and uneven skin tone- Uneven texture- Dullness'],"["" BRIGHT BIOTIC™  dark spot minimizing serum is powered by Dr. Brandt Skincare's breakthrough Biotic Balancing Complex that works to optimize the skin’s ecosystem by balancing naturally occurring flora on the skin’s surface while fortifying the skin barrier. It is powered by an oligosaccharide and yogurt powder that helps restore natural pH levels"", ' a lactococcus ferment lysate that improves skin integrity', ' and Dr. Brandt’s signature antioxidant tri-blend composed of manuka honey and tea extracts that protects the skin against environmental stressors. The formula is further enriched with papaya and pineapple fruit enzymes that gently peel away unwanted pigmentation and dead skin cells from the surface', ' along with a brightening blend of anti-browning lipids', ' vitamin B3 and white flower extracts that work in harmony to visibly reduce discoloration. The result is a smoother', ' more radiant and even-looking complexion.']","['-Biotic Balancing Complex: Works to optimize the skin’s eco-system by balancing naturally occurring flora on the skin’s surface while fortifying the skin barrier.', ""-Papaya and Pineapple Fruit Enzymes: Gently peel away unwanted pigmentation and dead cells from the skin's surface."", '-A Brightening Blend of Anti-Browning Lipids, Vitamin B3, and White Flower Extracts: Work to visibly reduce discoloration.', '', 'Water, Dicaprylyl Ether, Propanediol, C9-12 Alkane, Glyceryl Stearate, Peg-100 Stearate, Caprylic/Capric Triglyceride, Squalane, Caprylyl Methicone, Coco-Caprylate/Caprate, Niacinamide, Polysilicone-11, Cetyl Alcohol, Glycerin, Hexylresorcinol, Ethyl Linoleate, Lactococcus Ferment Lysate, Inulin, Peg-40 Stearate, 1,2-Hexanediol, Sodium Pca, Polyacrylate Crosspolymer-6, Laureth-12, Yogurt Powder, Ammonium Glycyrrhizate, Disodium Edta, Caprylhydroxamic Acid, Honey, Lavandula Angustifolia (Lavender) Oil, Xanthan Gum, Phenoxyethanol, Camellia Sinensis Leaf Extract, Butylene Glycol, Vitis Vinifera (Grape) Seed Extract, Tartaric Acid, Saxifraga Sarmentosa Extract, Carica Papaya Fruit Extract, Ethylhexylglycerin, Sodium Sulfite, Sodium Metabisulfite, Psidium Guajava Fruit Extrac T, Sodium Benzoate, Papain, Bromelain, Maltodextrin.']",https://www.sephora.com/product/bright-biotic-tm-dark-spot-minimizing-serum-P427396?icid2=products%20grid:p427396:product
Dr. Dennis Gross Skincare,Smooth & Radiant: Peel + Brighten,"['A two-step daily face peel', ' formulated by a dermatologist', ' for firmer', ' brighter', ' smoother skin.']",[],[],"['-Retinol: Helps smooth the appearance of wrinkles and lines while increasing moisture and elasticity.', '-Ferulic Acid: Provides sun damage protection; plant-based antioxidant that enhances properties of other vitamins for healthy skin.', '-Glycolic Acid: Reduces visible signs of aging.', '-Malic Acid: Supports natural cell renewal; fights wrinkles while exfoliating and moisturizing.', '', 'Alpha Beta® Peel Extra Strength Formula:', 'Step 1: Water, Alcohol Denat., Glycolic Acid, Potassium Hydroxide, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Salicylic Acid, Polysorbate 20, Lactic Acid, Mandelic Acid, Malic Acid, Citric Acid, Salix Alba (Willow) Bark Extract, Menthyl Lactate, Camellia Sinensis Leaf Extract, Achillea Millefolium Extract, Chamomilla Recutita (Matricaria) Flower Extract, Soy Isoflavones, Copper PCA, Zinc PCA, Disodium EDTA, Fragrance (Parfum), Sodium Benzoate.', '', 'Step 2: Water, Sodium Bicarbonate, Resveratrol, Retinol, Ascorbic Acid, Ubiquinone, Ascorbyl Palmitate, Phospholipids, Retinyl Palmitate, Tocopheryl Acetate, Soy Isoflavones, Achillea Millefolium Extract, Camellia Sinensis Leaf Extract, Copper PCA, Sodium PCA, Zinc PCA, Octoxynol-9, Simethicone, Tetrasodium EDTA, Sodium Benzoate, Phenoxyethanol.', '', 'Ferulic Acid + Retinol Brightening Solution:', 'Water, Ethoxydiglycol, Glycerin, Propylene Glycol, Potassium Azeloyl Diglycinate, Ferulic Acid, Retinol, Glycyrrhiza Glabra (Licorice) Root Extract, Arctostaphylos Uva Ursi Leaf Extract, Arbutin, Morus Alba Leaf Extract, Salix Alba (Willow) Bark Extract, Salicylic Acid, Glycolic Acid, Mandelic Acid, Hexylresorcinol, Sodium Hyaluronate, Panthenol, Quercetin, Disodium Lauriminodipropionate Tocopheryl Phosphates, Ubiquinone, Phospholipids, Disodium EDTA, PVM/MA Decadiene Crosspolymer, Urea, Potassium Hydroxide, Pheoxyethanol.']",https://www.sephora.com/product/smooth-radiant-peel-brighten-P382293?icid2=products%20grid:p382293:product
Dr. Brandt Skincare,#NoMoreBaggage Bundle,"['A breakthrough under-eye solution that reduces the appearance of bags', ' puffiness', ' and dark circles—plus two travel-size skincare essentials.']",['- under-eye puffiness- dark circles'],"[' Drop all your extra (eye) baggage. No More Baggage is an advanced eye de-puffing gel that is a quick', ' innovative solution for aging', ' tired-looking eyes. Upon application', ' it provides a tightening effect and smooths the under-eye contour to visually reduce the appearance of under-eye bags and dark circles for a brighter', ' well-rested look', ' in minutes. It also works over time to help restore a youthful eye contour for a consistently smooth and improved appearance. For best results', ' make sure to first apply age-defying Do Not Age with Dr. Brandt triple peptide eye cream and allow to absorb completely. Finally', ' to give your complexion a hydrating boost', ' apply Hydro Biotic at night before bed. This hydrating recovery sleeping mask balances skin’s naturally occurring flora and locks in moisture overnight to reduce redness and soothe the signs of irritation.', 'This set contains:', '- 0.5 oz/ 15 g needles no more® NO MORE BAGGAGE™ eye de-puffing gel - 0.25 oz/ 7.5 g Hydro Biotic™ Recovery Sleeping Mask - 0.085 oz/ 3 g Do Not Age with Dr. Brandt Triple Peptide Eye Cream']","['No More Baggage Eye De-puffing Gel:', 'Water, Sodium Magnesium Silicate, Propanediol, Magnesium Aluminum Silicate, Phenoxyethanol, Lecithin, Kappaphycus Alvarezii Extract, Caffeine, Synthetic, Fluorphlogopite, Acetyl Glutamine, Hesperidin Methyl Chalcone, Caesalpinia Spinosa Fruit Extract, Titanium Dioxide, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Steareth-20, Sh-Oligopeptide-1, Sh- Oligopeptide-2, Dipeptide-2, Sodium Hyaluronate, Sh-Polypeptide-1, Sh- Polypeptide-9, Sh-Polypeptide-11, Bacillus/Soybean/Folic Acid Ferment, Boswellia Serrata Extract, Centella Asiatica Extract, Palmitoyl Tetrapeptide-7, Butylene Glycol, Betula Alba Bark Extract, Chlorhexidine Digluconate, Tin Oxide, 1,2- Hexanediol, Potassium Sorbate, Polygonum Cuspidatum Root Extract, Peg-12 Dimethicone, Camellia Sinensis Leaf Extract, Sodium Benzoate, Iron Oxides (Ci 77491, Ci 77492).', '', 'Do Not Age With Dr. Brandt Triple Peptide Eye Cream:', 'Water, Shea Butter, Lecithin, Methylsilanol Hydroxyproline Aspartate, Cyclopentasiloxane, Cetyl Palmitate, Siloxanetriol Alginate, C12-16 Alcohols, Glycerin, Cetyl Alcohol, Cetyl Lactate, Octyldodecyl Stearate, Glyceryl Stearate Citrate, Acetyl Hexapeptide-8, Jojoba Seed Oil, Dimethicone, Bis-Hydroxyethoxypropyl Dimethicone, Palmitic Acid, Butylene Glycol, Phenoxyethanol, Polyglyceryl-3-Stearate, Propylene Glycol, Betaine, Tocopheryl Acetate, Acetyl Citrull Amido Arginine, Palmitoyl Oligopeptide, Camellia Oleifera Leaf Extract, Lavender Oil, Xanthan Gum, Glyceryl Polymethacrylate, Caffeine, Sodium Acrylates Copolymer, Tetrasodium Edta, Bht, Ascorbic Acid Polypeptide, Retinyl Palmitate, Sodium Pca, Hydrogenated Polyisobutene, Phospholipids, Ethylhexylglycerin, Disodium Edta, Ceramide 3, Polyglyceryl-10 Stearate, Sunflower Seed Oil, Grape Fruit Extract, Sorbic Acid.', '', 'Hydro Biotic Recovery Sleeping Mask:', 'Water, Dimethicone, Propanediol, Glycerin, Sodium Chloride, Dimethicone Peg-10/15 Crosspolymer, Lactococcus Ferment Lysate, Hexyldecanol, Inulin, 1,2-Hexanediol, Sodium Benzoate, Yogurt Powder, Peg-10 Dimethicone, Butylene Glycol, Tamarindus Indica Seed Polysaccharide, Sodium Citrate, Caprylhydroxamic Acid, Tocopheryl Acetate, Lavandula Angustifolia (Lavender) Oil, Trisodium Ethylenediamine Disuccinate, Bisabolol, Cetylhydroxyproline Palmitamide, Stearic Acid, Honey, Brassica Campestris (Rapeseed) Sterols, Rosa Damascena Flower Oil, Camellia Sinensis Leaf Extract, Phenoxyethanol, Vitis Vinifera (Grape) Seed Extract, Boswellia Serrata Extract, Honey Extract, Sodium Copper Chlorophyllin, Aspalathus Linearis (Rooibos) Extract, Saccharomyces Polypeptides.']",https://www.sephora.com/product/nomorebaggage-bundle-P433609?icid2=products%20grid:p433609:product
Dr. Dennis Gross Skincare,Hyaluronic Marine Hydration Booster,[],[],[],"['-Hyaluronic Chronospheres: Provide time-released hydration.', '-Watermelon Extract: Helps to fight free radical damage.', '-Centella Asiatica: Provides antiaging and healing benefits; supports natural collagen.', '', 'Oenothera Biennis (Evening Primrose) Flower/Leaf/Stem Extract, Glycerin, Saccharide Isomerate, Yucca Aloifolia Leaf/Root Extract, Sodium Hyaluronate, Linoleic Acid, Centella Asiatica Extract, Cucumis Sativus (Cucumber) Fruit Extract, Ceramide AP, Ceramide EOP, Ceramide NP, Citrullus Lanatus (Watermelon) Fruit Extract, Hydrolyzed Collagen, Camellia Sinensis Leaf Extract, Quercetin Caprylate, Glycolic Acid, Lactic Acid, Chamomilla Recutita (Matricaria) Flower Extract, Glycine Soja (Soybean) Extract, Retinol, Tocopheryl Acetate, Symphytum Officinale Extract, Cocos Nucifera (Coconut) Fruit Juice, Tetrapeptide-21, Copper PCA, Sodium PCA, Urea, Bisabolol, Acrylates/Carbamate Copolymer, C13-14 Isoparaffin, Phytosphingosine, Zinc PCA, Laureth-7, Sodium Lauroyl Lactylate, Isosteareth-200 Linoleate, Polysorbate 20, Carbomer, Cholesterol, Polyacrylamide, Xanthan Gum, Disodium EDTA, Phenoxyethanol, Sodium Benzoate, Fragrance.']",https://www.sephora.com/product/clinical-concentrate-hydration-booster-P385773?icid2=products%20grid:p385773:product
Dr. Dennis Gross Skincare,Hydra-Pure® Oil-Free Moisture with Chelating Complex™,"['A lightweight', ' oil-free moisturizer with an exclusive Chelating Complex. ']",[],[],"['-Hydra-Pure Chelating Complex™: Removes heavy metals and detoxifies impurities.', '-Tetrapeptide-21. This protein derivative firms and tones the skin.', ""-Ubiquinone (CO-Q10): A potent antioxidant, it defends against free radicals and supports skin's natural production of collagen."", '', 'Aloe Barbadensis Leaf Juice, Purified Water (Aqua Purificata), Cetearyl Alcohol, Glycerin, Squalane, Bentonite, Butylene Glycol, Soy Isoflavones, Tetrapeptide-21, Ascorbyl Palmitate, Retinyl Palmitate, Tocopheryl Acetate, Ubiquinone, Phospholipids, Sodium Hyaluronate, Disodium Lauriminodipropionate Tocopheryl Phosphates, Acrylates/Carbamate Copolymer, Lecithin, Carbomer, Caprylyl Glycol, Ceramide 2, Dimethicone, Cyclodextrin, Disodium EDTA, Pentasodium Pentetate, Phytic Acid, Potassium Citrate, Potassium Gluconate, Tetrasodium EDTA, Ethylene Brassylate, Polysorbate 60, Sodium Hydroxide, Phenoxyethanol, Sorbic Acid.']",https://www.sephora.com/product/hydra-pure-oil-free-moisture-P140620?icid2=products%20grid:p140620:product
Dr. Brandt Skincare,needles no more® 3-D filler mask,[' A doctor-designed leave-on mask to visually revolumize and reshape the appearance of face contours.'],['- Loss of firmness and elasticity- Fine lines and wrinkles'],"['This leave-on mask restores volume and youthful-looking contours', ' giving your skin an instantly* smoother look. It’s specially formulated with a potent', ' age-defying combination', ' including hyaluronic acid', ' peptides', "" and an Adipofill'in™ Complex. *Individual results may vary."", 'This set contains:', '- 1.7 oz/ 50 mL Needles No More® 3-D Filler Mask- Brush']","['-Adipofill’in™ Complex: Contains hyaluronic acid; visually revolumizes, fills, and reshapes the appearance of face contours.', '-Peptides: Helping to reshape the appearance of face contours.', '-Adipofill’in Encapsulated Amino Acids: Help maintain volume and minimize the look of wrinkles over time.', '', 'Water Butyrospermum Parkii (Shea) Butter, Polymethyl Methacrylate, Dimethicone/Vinyl Dimethicone Crosspolymer, Sodium Acrylates Copolymer, Methylsilanol Hydroxyproline Aspartate, Phospholipids, Phenoxyethanol, Silica, Dimethylsilanol Hyaluronate, Lecithin, Silanetriol, Trehalose, Xanthan Gum, Chlorphenesin, Caprylyl Glycol, Sodium Hyaluronate, Tocopherol, Peg-40 Stearate,Hyaluronic Acid, Ethylhexylglycerin, Disodium Edta, Diethylhexyl Adipate,Helianthus Annuus (Sunflower) Seed Oil, Betaine, Propanediol, Olea Europaea (Olive) Fruit Oil, Ornithine, Ricinus Communis (Castor) Seed Oil, Anthemis Nobilis Flower Oil, Palmitoyl Oligopeptide, C10-18 Triglycerides, Glycolic Acid, Centella Asiatica Extract, Lactic Acid, Polyvinyl Alcohol, Glycolipids, Lavandula Angustifolia (Lavender) Flower Extract, Hydrolyzed Wheat Protein, Palmitoyl Decapeptide-21, Decapeptide-22, Oligopeptide-78, Zinc Palmitoyl Nonapeptide-14.']",https://www.sephora.com/product/needles-no-more-3-d-filler-mask-P404010?icid2=products%20grid:p404010:product
Dr. Brandt Skincare,Do Not Age with Dr. Brandt Moisturizing Neck Cream,[' An age-defying neck cream that helps smooth skin and provide a more lifted appearance.'],['- Dryness- Dullness and uneven texture- Loss of firmness and elasticity'],"[' This powerful age-defying', ' luxurious cream targets the delicate skin of the neck and dècolletè', ' helping it to regain its suppleness. The neck', ' dècolletè', ' and jawline areas appear firmed and redefined as skin regains a smoother', ' more lifted appearance.']","['-Glycolic Acid: AHA derived from sugar cane.', '-Blend of Essential Amino Acid and Calcium: Targets the delicate skin of the neck and dècolletè.', '-Sorghum Juice: Helps regain skin’s suppleness.', '', 'Water, Caprylic/Capric Triglyceride, Squalane, Glycerin, Glycolic Acid, Phenyl Trimethicone, Cetyl Alcohol, Glyceryl Stearate, Peg-100 Stearate, Hydrogenated Castor Oil, Shea Butter, Sorbitan Stearate, Cholesterol, Sodium Hyaluronate, Canola Oil, Corn Starch, Silica, Xanthan Gum, Bis-Diglyceryl Polyacyladipate-2, Phenoxyethanol, Sodium Hydroxide, Magnesium Aluminum Silicate, Stearamidopropyl Dimethylamine, Hydroxyethylcellulose, Tetrasodium Edta, Sodium Polystyrene Sulfonate, Sorghum Bicolor Stalk Juice, Acetyl Tetrapeptide-17, Colloidal Platinum, Pentylene Glycol, Polysorbate-20, Ethylhexylglycerin, 3-Aminopropane Sulfonic Acid, Calcium Hydroxymethionine, Calcium Hydroxymethionine, Willow Bark Extract, Geranium Maculatum Oil, Simethicone, Tocopheryl Acetate, Ascorbyl Palmitate.']",https://www.sephora.com/product/do-not-age-with-dr-brandt-moisturizing-neck-cream-P383052?icid2=products%20grid:p383052:product
Dr. Dennis Gross Skincare,Ferulic + Retinol Eye Cream,"['A luxurious', ' nourishing eye cream powered by ferulic acid and retinol', ' a potent ECG Complex™', ' and anti-aging oils for smooth', ' younger-looking eyes.']",['- Fine lines and wrinkles- Loss of firmness and elasticity- Dryness'],"['Retexture skin by moisturizing the delicate', ' dehydrated eye area and correct the appearance of fine lines and wrinkles. Tackle crow’s feet', ' dark circles', ' eleven lines', ' and crepey skin for an instantly healthier and youthful look.']","['-Ferulic Acid: Enhances properties of other vitamins for healthy skin and offers antioxidant sun damage protection.', '-Retinol: Helps smooth the appearance of wrinkles and lines while increasing moisture.', '-ECG Complex™ (Propriety Blend of Ellagic Acid, Collagen, and Gallic Acid): Helps with photoaging, reduces the appearance of dark spots, and acts as a potent antioxidant.', '', 'Water, Isododecane, Cetearyl Alcohol, Dimethicone, Adipic Acid/Neopentyl Glycol Crosspolymer, Lauryl Dimethicone, Butylene Glycol, Ceteareth-20, Potassium Cetyl Phosphate, Polymethyl Methacrylate, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Glyceryl Behenate, Glyceryl Stearate SE, Polyglyceryl-3 Diisostearate, Collagen Amino Acids, Ferulic Acid, Gallic Acid, Ellagic Acid, Arnica Montana Flower Extract, Centella Asiatica Extract, Retinol, Aminobutyric Acid, Caffeine, Euphrasia Officinalis Extract, Sphingolipids, Phospholipids, Tetrapeptide-21, Glycine Soja (Soybean) Oil, Algae Extract, Sodium PCA, Sodium Hyaluronate, Saccharide Isomerate, Salix Alba (Willow) Bark Extract, Tocopherol, Cucumis Sativus (Cucumber) Fruit Extract, Helianthus Annuus (Sunflower) Seed Oil, Leuconostoc/Radish Root Ferment Filtrate, Glycolic Acid, Lactic Acid, Glycerin, Acrylates/Carbamate Copolymer, Bis-Vinyl Dimethicone/Dimethicone Copolymer, Tetrahydropiperine, BHT, Hexylene Glycol, Caprylyl Glycol, Hydrogenated Polyisobutene, Isohexadecane, Benzophenone-3, Behenic Acid, Polysorbate 80, Ascorbyl Palmitate, Citric Acid, Cyclodextrin, Sodium Citrate, Tetrasodium EDTA, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate, Mica (CI 77019), Annatto (CI 75120).']",https://www.sephora.com/product/ferulic-retinol-eye-cream-P388622?icid2=products%20grid:p388622:product
Dr. Brandt Skincare,#SayILoveYou Microdermabrasion & Pore Refiner Primer Bundle,"['An age-defying exfoliator that blends aluminum oxide crystals and lactic acid to refine skin texture and soften the look of lines for a smoother', ' brighter complexion in minutes', ' paired with the Pores No More Pore Refiner Primer.']",['- Dullness and uneven texture- Uneven skin tone- Fine lines and wrinkles'],"[' Inspired by the founder’s in-office microdermabrasion treatment', ' this first-of-its-kind at-home exfoliator will transform your skin in mere minutes. Lactic acid and perfectly round aluminum oxide crystals whisk away dead skin cells without irritation', ' leaving behind noticeable glow. Combined with the bestselling primer that tamps down shine', ' creates a velvety base', ' and blurs the look of pores and lines', "" you'll be ready to #sayiloveyou to skin that looks polished"", ' smoothed', ' and perfected.', 'This set contains:', '- 1 oz/ 30 mL Pores No More Pore Refiner Primer- 2 oz/ 60 g Limited-edition Microdermabrasion Age Defying Exfoliator']","['-Aluminum Oxide Crystals: Polish the skin by removing dead skin cells, enabling skincare products to absorb more easily.', '-Lactic Acid, Alpha Hydroxy Acid Derived from Milk: Gently sweeps and softens skin.', '-Jojoba, Aloe Vera, and Chamomile: Soothe and refresh.', '', 'Pores No More Pore Refiner Primer:', 'Cyclopentasiloxane, Dimethicone Crosspolymer, Methyl Methacrylate Crosspolymer, Lauryl Peg/Ppg-18/18 Methicone, Peg/Ppg-18/18 Dimethicone, Cyclotetrasiloxane, Magnesium Silicate, Calcium Aluminum Borosilicate, Dimethicone/Vinyl Dimethicone Crosspolymer, Linum Usitatissimum (Linseed) Seed Extract, Dimethyl Oxobenzo Dioxasilane, Ethylhexyl Palmitate, Phenoxyethanol, Lavandula Angustifolia (Lavender) Oil, Silica Dimethyl Silylate, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Silica, Triethoxycaprylylsilane, Caprylyl Glycol, Propylene Glycol, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).', '', 'Microdermabrasion Age Defying Exfoliator:', 'Water, Alumina, Caprylic/Capric Triglyceride, Glycerin, Cetyl Alcohol, Glyceryl Stearate, Peg-100 Stearate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Simmondsia Chinensis (Jojoba) Seed Oil, Xanthan Gum, Phenoxyethanol,Lactic Acid, Fragrance (Parfum), Menthone Glycerin Acetal, Allantoin, Disodium Edta, Tocopheryl Acetate, Magnesium Oxide, Propylene Glycol, Aloe Barbadensis Leaf Extract, Vitis Vinifera (Grape) Seed Extract, Chamomilla Recutita (Matricaria) Flower Extract, Camellia Sinensis Leaf Extract, Citral, Limonene.']",https://www.sephora.com/product/sayiloveyou-microdermabrasion-pore-refiner-primer-bundle-P435208?icid2=products%20grid:p435208:product
Dr. Dennis Gross Skincare,One Step Acne Eliminating Pads,['A daily acne treatment featuring Dr. Gross’s unique L-Carnitine Clearing Complex to help fight the five characteristics of breakouts. '],[],[],"['-L-Carnitine: Helps prevent oil gland blockage.', '-Azelaic Amino Acid: Addresses dark spots left by acne.', '-Malic Acid: Helps eliminate marks left behind by acne.', '-Willow Bark: Works to improve skin clarity.', '', 'Achillea Millefolium Extract, Alcohol Denat., Annatto, Ascorbic Acid, Bentonite, Bisabolol, Butylene Glycol, Caffeine, Camellia Sinensis Leaf Extract, Carnitine HCl, Chamomilla Recutita (Matricaria) Flower Extract, Citric Acid, Copper PCA, Cyclodextrin, Dimethyl Isosorbide, Disodium EDTA, Ethoxydiglycol, Farnesol, Fragrance, Glutamic Acid, Glutathione, Glycerin, Glycolic Acid, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Lactic Acid, Malic Acid, Octoxynol-9, Pantothenic Acid, Pentasodium Pentetate, Phospholipids, Phytic Acid, Polysorbate 20, Potassium Azeloyl Diglycinate, Potassium Citrate, Potassium Gluconate, Potassium Hydroxide, Retinol, Saccharide Isomerate, Salix Alba (Willow) Bark Extract, Sodium Benzoate, Soy Isoflavones, Tetrapeptide-21, Vitex Agnus Castus Extract, Water, Zinc PCA.']",https://www.sephora.com/product/one-step-acne-eliminating-pads-P381405?icid2=products%20grid:p381405:product
Dr. Brandt Skincare,Do Not Age with Dr. Brandt Time Reversing Cream,"[' A nourishing', ' age-defying cream. ']",[],[],"['-Juvenessence (Algae Extract): Grows in an exclusive ecosystem located in the Brehat Archipelage of France; revitalizes.', '-Blend of Essential Amino Acid and Calcium: Helps skin suppleness.', '-Sorghum Juice: Provides smoother and silkier-looking skin.', '', 'Water, Caprylic/Capric Triglycerides, Cetyl Babassuate, Dibutyl Adipate, Macadamia Ternifolia Seed Oil, Shea Butter, Glycerin, Cyclopentasiloxane, Glyceryl Stearate, Sodium Acrylates Copolymer, Cetearyl Alcohol, Stearic Acid, Sodium Cocoyl Glutamate, Bht, Disodium Edta, Tocopherol, Phenoxyethanol, Caprylyl Glycol, Chlorphenesin, Alaria Esculenta Extract, Dextran, Trifluoroacetyl Tripeptide-2, Zinc Ricinoleate, Juniperus Virginiana Oil, Geranium Maculatum Oil, Lavandin Oil, Patchouli Oil, Vetiveria Zizanoides Root Oil, Linseed Seed Extract, Glucosyl Ceramide, Camellia Sinensis Leaf Extract, Grape Seed Extract, Grape Seed Oil, Phospholipids, Carbomer.']",https://www.sephora.com/product/do-not-age-with-dr-brandt-time-reversing-cream-P383051?icid2=products%20grid:p383051:product
